Year,Home_Team,HTScore,Away_Team,ATScore,Winner,Winning_score,Loser,Losing_score,Draw
2009,"
Saracens ",15," Leicester Tigers
",22," Leicester Tigers
",22,"
Saracens ",15,0

2009,"
Wasps", 6," Newcastle Falcons
",12,"
Wasps", 6," Newcastle Falcons
",12,0

2009,"
Leicester Tigers ",34,"Wasps
",8 ,"Wasps
",8 ,"
Leicester Tigers ",34,0

2009,"
Gloucester Rugby ",46,"Harlequins
",6 ,"Harlequins
",6 ,"
Gloucester Rugby ",46,0

2009,"
Northampton Saints ",25," Newcastle Falcons
",13,"
Northampton Saints ",25," Newcastle Falcons
",13,0

2009,"
Saracens ",25," Worcester Warriors
",20,"
Saracens ",25," Worcester Warriors
",20,0

2009,"
Leeds Tykes", 9," Leicester Tigers
",14,"
Leeds Tykes", 9," Leicester Tigers
",14,0

2009,"
London Irish ",22," Bath Rugby
",35," Bath Rugby
",35,"
London Irish ",22,0

2009,"
Wasps ",22," Sale Sharks
",16,"
Wasps ",22," Sale Sharks
",16,0

2009,"
Sale Sharks ",10," Leeds Tykes
",19," Leeds Tykes
",19,"
Sale Sharks ",10,0

2009,"
Bath Rugby ",37," Worcester Warriors
",13,"
Bath Rugby ",37," Worcester Warriors
",13,0

2009,"
Harlequins ",13,"Northampton Saints
",6 ,"Northampton Saints
",6 ,"
Harlequins ",13,0

2009,"
Leicester Tigers ",33," Gloucester Rugby
",11,"
Leicester Tigers ",33," Gloucester Rugby
",11,0

2009,"
Newcastle Falcons ",12," London Irish
",12,Draw,0,Draw,0,1

2009,"
Wasps", 9,"Saracens
",0 ,"
Wasps", 9,"Saracens
",0 ,0

2009,"
Worcester Warriors ",13,"Newcastle Falcons
",0 ,"
Worcester Warriors ",13,"Newcastle Falcons
",0 ,0

2009,"
Gloucester Rugby ",47,"Sale Sharks
",3 ,"
Gloucester Rugby ",47,"Sale Sharks
",3 ,0

2009,"
Northampton Saints ",19,"Leicester Tigers
",3 ,"Leicester Tigers
",3 ,"
Northampton Saints ",19,0

2009,"
Leeds Tykes ",26," Wasps
",10,"
Leeds Tykes ",26," Wasps
",10,0

2009,"
London Irish ",29," Harlequins
",14,"
London Irish ",29," Harlequins
",14,0

2009,"
Saracens ",14," Bath Rugby
",16," Bath Rugby
",16,"
Saracens ",14,0

2009,"
Harlequins ",14," Worcester Warriors
",11,"
Harlequins ",14," Worcester Warriors
",11,0

2009,"
Leicester Tigers ",35," London Irish
",19,"
Leicester Tigers ",35," London Irish
",19,0

2009,"
Sale Sharks", 7," Northampton Saints
",15,"
Sale Sharks", 7," Northampton Saints
",15,0

2009,"
Leeds Tykes ",19," Saracens
",12,"
Leeds Tykes ",19," Saracens
",12,0

2009,"
Newcastle Falcons ",13," Bath Rugby
",17," Bath Rugby
",17,"
Newcastle Falcons ",13,0

2009,"
Wasps ",24," Gloucester Rugby
",19,"
Wasps ",24," Gloucester Rugby
",19,0

2009,"
Sale Sharks ",19,"Wasps
",8 ,"Wasps
",8 ,"
Sale Sharks ",19,0

2009,"
Bath Rugby ",24," Harlequins
",13,"
Bath Rugby ",24," Harlequins
",13,0

2009,"
Gloucester Rugby ",19,"Leeds Tykes
",0 ,"
Gloucester Rugby ",19,"Leeds Tykes
",0 ,0

2009,"
Worcester Warriors ",18," Leicester Tigers
",39," Leicester Tigers
",39,"
Worcester Warriors ",18,0

2009,"
Northampton Saints ",14,"Wasps
",9 ,"Wasps
",9 ,"
Northampton Saints ",14,0

2009,"
London Irish ",38,"Sale Sharks
",0 ,"
London Irish ",38,"Sale Sharks
",0 ,0

2009,"
Saracens ",58," Newcastle Falcons
",15,"
Saracens ",58," Newcastle Falcons
",15,0

2009,"
Newcastle Falcons ",25," Gloucester Rugby
",13,"
Newcastle Falcons ",25," Gloucester Rugby
",13,0

2009,"
Sale Sharks ",17,"Worcester Warriors
",3 ,"Worcester Warriors
",3 ,"
Sale Sharks ",17,0

2009,"
Harlequins ",23," Newcastle Falcons
",14,"
Harlequins ",23," Newcastle Falcons
",14,0

2009,"
Leeds Tykes", 7," Northampton Saints
",14,"
Leeds Tykes", 7," Northampton Saints
",14,0

2009,"
Leicester Tigers ",43," Bath Rugby
",20,"
Leicester Tigers ",43," Bath Rugby
",20,0

2009,"
Gloucester Rugby ",29," Saracens
",28,"
Gloucester Rugby ",29," Saracens
",28,0

2009,"
Wasps ",33," London Irish
",22,"
Wasps ",33," London Irish
",22,0

2009,"
Sale Sharks ",19," Saracens
",30," Saracens
",30,"
Sale Sharks ",19,0

2009,"
Harlequins ",46," Leeds Tykes
",11,"
Harlequins ",46," Leeds Tykes
",11,0

2009,"
Worcester Warriors ",13," London Irish
",23," London Irish
",23,"
Worcester Warriors ",13,0

2009,"
Bath Rugby ",34," Sale Sharks
",15,"
Bath Rugby ",34," Sale Sharks
",15,0

2009,"
Northampton Saints ",38," Gloucester Rugby
",23,"
Northampton Saints ",38," Gloucester Rugby
",23,0

2009,"
Worcester Warriors ",20," Wasps
",24," Wasps
",24,"
Worcester Warriors ",20,0

2009,"
Saracens ",37," Harlequins
",18,"
Saracens ",37," Harlequins
",18,0

2009,"
London Irish ",13," Leeds Tykes
",23," Leeds Tykes
",23,"
London Irish ",13,0

2009,"
Newcastle Falcons", 7," Leicester Tigers
",31,"
Newcastle Falcons", 7," Leicester Tigers
",31,0

2009,"
Bath Rugby ",21," Northampton Saints
",20,"
Bath Rugby ",21," Northampton Saints
",20,0

2009,"
Sale Sharks ",30," Newcastle Falcons
",32," Newcastle Falcons
",32,"
Sale Sharks ",30,0

2009,"
Gloucester Rugby ",34," London Irish
",20,"
Gloucester Rugby ",34," London Irish
",20,0

2009,"
Leicester Tigers ",40," Harlequins
",22,"
Leicester Tigers ",40," Harlequins
",22,0

2009,"
Northampton Saints ",27," Saracens
",28," Saracens
",28,"
Northampton Saints ",27,0

2009,"
Wasps ",19," Bath Rugby
",35," Bath Rugby
",35,"
Wasps ",19,0

2009,"
Leeds Tykes ",12," Worcester Warriors
",10,"
Leeds Tykes ",12," Worcester Warriors
",10,0

2009,"
Bath Rugby ",39,"Leeds Tykes
",3 ,"Leeds Tykes
",3 ,"
Bath Rugby ",39,0

2009,"
Harlequins ",35," Sale Sharks
",20,"
Harlequins ",35," Sale Sharks
",20,0

2009,"
Leicester Tigers ",23," Saracens
",32," Saracens
",32,"
Leicester Tigers ",23,0

2009,"
London Irish", 7," Northampton Saints
",31,"
London Irish", 7," Northampton Saints
",31,0

2009,"
Newcastle Falcons ",21," Wasps
",25," Wasps
",25,"
Newcastle Falcons ",21,0

2009,"
Worcester Warriors ",22," Gloucester Rugby
",23," Gloucester Rugby
",23,"
Worcester Warriors ",22,0

2009,      Northampton Saints ,19," Saracens
",21," Saracens
",21,      Northampton Saints ,19,0

2009,      Leicester Tigers ,15,"Bath Rugby
",6 ,"Bath Rugby
",6 ,      Leicester Tigers ,15,0

2009,      Leicester Tigers ,33," Saracens
",27,      Leicester Tigers ,33," Saracens
",27,0

2010,"
Sale Sharks ",35," Newcastle Falcons
",18,"
Sale Sharks ",35," Newcastle Falcons
",18,0

2010,"
London Irish ",33," Saracens
",16,"
London Irish ",33," Saracens
",16,0

2010,"
Exeter Chiefs ",22," Gloucester Rugby
",10,"
Exeter Chiefs ",22," Gloucester Rugby
",10,0

2010,"
Wasps ",29," Harlequins
",29,Draw,0,Draw,0,1

2010,"
Leeds Tykes ",16," Bath Rugby
",32," Bath Rugby
",32,"
Leeds Tykes ",16,0

2010,"
Northampton Saints ",27," Leicester Tigers
",19,"
Northampton Saints ",27," Leicester Tigers
",19,0

2010,"
Newcastle Falcons ",29," Wasps
",17,"
Newcastle Falcons ",29," Wasps
",17,0

2010,"
Harlequins ",16," Northampton Saints
",20," Northampton Saints
",20,"
Harlequins ",16,0

2010,"
Bath Rugby ",20," London Irish
",13,"
Bath Rugby ",20," London Irish
",13,0

2010,"
Gloucester Rugby ",22," Leeds Tykes
",21,"
Gloucester Rugby ",22," Leeds Tykes
",21,0

2010,"
Leicester Tigers ",37," Exeter Chiefs
",27,"
Leicester Tigers ",37," Exeter Chiefs
",27,0

2010,"
Saracens ",28," Sale Sharks
",13,"
Saracens ",28," Sale Sharks
",13,0

2010,"
Northampton Saints ",31," Bath Rugby
",10,"
Northampton Saints ",31," Bath Rugby
",10,0

2010,"
Sale Sharks ",21," Harlequins
",17,"
Sale Sharks ",21," Harlequins
",17,0

2010,"
Exeter Chiefs ",22," Newcastle Falcons
",17,"
Exeter Chiefs ",22," Newcastle Falcons
",17,0

2010,"
Wasps ",37," Leicester Tigers
",30,"
Wasps ",37," Leicester Tigers
",30,0

2010,"
Leeds Tykes ",14," Saracens
",26," Saracens
",26,"
Leeds Tykes ",14,0

2010,"
London Irish ",23," Gloucester Rugby
",16,"
London Irish ",23," Gloucester Rugby
",16,0

2010,"
Bath Rugby ",31," Sale Sharks
",16,"
Bath Rugby ",31," Sale Sharks
",16,0

2010,"
Gloucester Rugby ",22," Wasps
",20,"
Gloucester Rugby ",22," Wasps
",20,0

2010,"
Harlequins ",40," Exeter Chiefs
",13,"
Harlequins ",40," Exeter Chiefs
",13,0

2010,"
Leicester Tigers ",48,"Leeds Tykes
",6 ,"Leeds Tykes
",6 ,"
Leicester Tigers ",48,0

2010,"
Newcastle Falcons ",12," London Irish
",46," London Irish
",46,"
Newcastle Falcons ",12,0

2010,"
Saracens ",24," Northampton Saints
",17,"
Saracens ",24," Northampton Saints
",17,0

2010,"
Sale Sharks ",24," Wasps
",25," Wasps
",25,"
Sale Sharks ",24,0

2010,"
Bath Rugby", 3," Gloucester Rugby
",18,"
Bath Rugby", 3," Gloucester Rugby
",18,0

2010,"
Harlequins ",23," Newcastle Falcons
",12,"
Harlequins ",23," Newcastle Falcons
",12,0

2010,"
London Irish ",40," Leeds Tykes
",24,"
London Irish ",40," Leeds Tykes
",24,0

2010,"
Northampton Saints ",27," Exeter Chiefs
",21,"
Northampton Saints ",27," Exeter Chiefs
",21,0

2010,"
Saracens ",26," Leicester Tigers
",20,"
Saracens ",26," Leicester Tigers
",20,0

2010,"
Leeds Tykes", 3,"Sale Sharks
",6 ,"
Leeds Tykes", 3,"Sale Sharks
",6 ,0

2010,"
Newcastle Falcons ",13," Saracens
",15," Saracens
",15,"
Newcastle Falcons ",13,0

2010,"
Leicester Tigers ",21," Bath Rugby
",15,"
Leicester Tigers ",21," Bath Rugby
",15,0

2010,"
Gloucester Rugby ",33," Harlequins
",26,"
Gloucester Rugby ",33," Harlequins
",26,0

2010,"
Exeter Chiefs", 9," London Irish
",12,"
Exeter Chiefs", 9," London Irish
",12,0

2010,"
Wasps ",10," Northampton Saints
",37," Northampton Saints
",37,"
Wasps ",10,0

2010,"
Northampton Saints ",34," Newcastle Falcons
",13,"
Northampton Saints ",34," Newcastle Falcons
",13,0

2010,"
Saracens", 9," Exeter Chiefs
",23,"
Saracens", 9," Exeter Chiefs
",23,0

2010,"
Gloucester Rugby ",19," Leicester Tigers
",12,"
Gloucester Rugby ",19," Leicester Tigers
",12,0

2010,"
Harlequins", 6,"Bath Rugby
",6 ,"
Harlequins", 6,"Bath Rugby
",6 ,0

2010,"
Leeds Tykes", 8," Wasps
",17,"
Leeds Tykes", 8," Wasps
",17,0

2010,"
London Irish ",39," Sale Sharks
",26,"
London Irish ",39," Sale Sharks
",26,0

2010,"
Leicester Tigers ",18," Harlequins
",13,"
Leicester Tigers ",18," Harlequins
",13,0

2010,"
Sale Sharks ",10," Northampton Saints
",19," Northampton Saints
",19,"
Sale Sharks ",10,0

2010,"
Exeter Chiefs ",15,"Leeds Tykes
",9 ,"Leeds Tykes
",9 ,"
Exeter Chiefs ",15,0

2010,"
Wasps ",33," London Irish
",25,"
Wasps ",33," London Irish
",25,0

2010,"
Newcastle Falcons ",12,"Gloucester Rugby
",6 ,"Gloucester Rugby
",6 ,"
Newcastle Falcons ",12,0

2010,"
Bath Rugby ",13," Saracens
",17," Saracens
",17,"
Bath Rugby ",13,0

2010,"
Northampton Saints ",35," London Irish
",23,"
Northampton Saints ",35," London Irish
",23,0

2010,"
Exeter Chiefs ",24," Sale Sharks
",19,"
Exeter Chiefs ",24," Sale Sharks
",19,0

2010,"
Leicester Tigers ",44," Newcastle Falcons
",19,"
Leicester Tigers ",44," Newcastle Falcons
",19,0

2010,"
Gloucester Rugby ",19," Saracens
",13,"
Gloucester Rugby ",19," Saracens
",13,0

2010,"
Bath Rugby", 6," Wasps
",11,"
Bath Rugby", 6," Wasps
",11,0

2010,"
Harlequins ",51," Leeds Tykes
",18,"
Harlequins ",51," Leeds Tykes
",18,0

2010,"
London Irish ",14," Leicester Tigers
",23," Leicester Tigers
",23,"
London Irish ",14,0

2010,"
Saracens ",26," Harlequins
",14,"
Saracens ",26," Harlequins
",14,0

2010,"
Wasps ",24," Exeter Chiefs
",12,"
Wasps ",24," Exeter Chiefs
",12,0

2010,"
Saracens ",13,"Wasps
",6 ,"Wasps
",6 ,"
Saracens ",13,0

2010,"
Leicester Tigers ",54," Sale Sharks
",21,"
Leicester Tigers ",54," Sale Sharks
",21,0

2010,"
Harlequins ",28," London Irish
",18,"
Harlequins ",28," London Irish
",18,0

2010,"
Leeds Tykes ",15," Gloucester Rugby
",13,"
Leeds Tykes ",15," Gloucester Rugby
",13,0

2010,"
Northampton Saints ",13," Harlequins
",16," Harlequins
",16,"
Northampton Saints ",13,0

2010,"
London Irish ",24," Bath Rugby
",25," Bath Rugby
",25,"
London Irish ",24,0

2010,"
Sale Sharks ",28," Saracens
",22,"
Sale Sharks ",28," Saracens
",22,0

2010,"
Wasps ",33," Newcastle Falcons
",16,"
Wasps ",33," Newcastle Falcons
",16,0

2010,"
Exeter Chiefs ",15," Leicester Tigers
",22," Leicester Tigers
",22,"
Exeter Chiefs ",15,0

2010,"
Newcastle Falcons ",19," Sale Sharks
",19,Draw,0,Draw,0,1

2010,"
Bath Rugby ",16," Leeds Tykes
",13,"
Bath Rugby ",16," Leeds Tykes
",13,0

2010,"
Harlequins ",17," Wasps
",10,"
Harlequins ",17," Wasps
",10,0

2010,"
Gloucester Rugby ",37," Exeter Chiefs
",23,"
Gloucester Rugby ",37," Exeter Chiefs
",23,0

2010,"
Leicester Tigers ",27," Northampton Saints
",16,"
Leicester Tigers ",27," Northampton Saints
",16,0

2010,"
Saracens ",12,"London Irish
",6 ,"London Irish
",6 ,"
Saracens ",12,0

2010,"
Sale Sharks", 7," Bath Rugby
",19,"
Sale Sharks", 7," Bath Rugby
",19,0

2010,"
London Irish ",23," Newcastle Falcons
",14,"
London Irish ",23," Newcastle Falcons
",14,0

2010,"
Northampton Saints ",15," Saracens
",29," Saracens
",29,"
Northampton Saints ",15,0

2010,"
Exeter Chiefs ",20,"Harlequins
",6 ,"Harlequins
",6 ,"
Exeter Chiefs ",20,0

2010,"
Leeds Tykes", 9," Leicester Tigers
",15,"
Leeds Tykes", 9," Leicester Tigers
",15,0

2010,"
Wasps", 9," Gloucester Rugby
",10,"
Wasps", 9," Gloucester Rugby
",10,0

2010,"
Gloucester Rugby ",23,"London Irish
",9 ,"London Irish
",9 ,"
Gloucester Rugby ",23,0

2010,"
Newcastle Falcons ",13," Exeter Chiefs
",23," Exeter Chiefs
",23,"
Newcastle Falcons ",13,0

2010,"
Harlequins ",21,"Sale Sharks
",9 ,"Sale Sharks
",9 ,"
Harlequins ",21,0

2010,"
Bath Rugby ",38,"Northampton Saints
",8 ,"Northampton Saints
",8 ,"
Bath Rugby ",38,0

2010,"
Leicester Tigers ",21," Wasps
",12,"
Leicester Tigers ",21," Wasps
",12,0

2010,"
Saracens ",39,"Leeds Tykes
",0 ,"
Saracens ",39,"Leeds Tykes
",0 ,0

2010,"
Sale Sharks ",16," Leicester Tigers
",18," Leicester Tigers
",18,"
Sale Sharks ",16,0

2010,"
London Irish ",15,"Harlequins
",9 ,"Harlequins
",9 ,"
London Irish ",15,0

2010,"
Northampton Saints ",16," Gloucester Rugby
",18," Gloucester Rugby
",18,"
Northampton Saints ",16,0

2010,"
Exeter Chiefs", 9," Bath Rugby
",12,"
Exeter Chiefs", 9," Bath Rugby
",12,0

2010,"
Wasps ",15," Saracens
",26," Saracens
",26,"
Wasps ",15,0

2010,"
Leeds Tykes", 5," Newcastle Falcons
",22,"
Leeds Tykes", 5," Newcastle Falcons
",22,0

2010,"
Newcastle Falcons ",33," Harlequins
",18,"
Newcastle Falcons ",33," Harlequins
",18,0

2010,"
Gloucester Rugby ",34," Bath Rugby
",22,"
Gloucester Rugby ",34," Bath Rugby
",22,0

2010,"
Leicester Tigers ",14," Saracens
",15," Saracens
",15,"
Leicester Tigers ",14,0

2010,"
Exeter Chiefs ",30,"Northampton Saints
",9 ,"Northampton Saints
",9 ,"
Exeter Chiefs ",30,0

2010,"
Leeds Tykes ",27," London Irish
",19,"
Leeds Tykes ",27," London Irish
",19,0

2010,"
Wasps ",33," Sale Sharks
",26,"
Wasps ",33," Sale Sharks
",26,0

2010,"
Leeds Tykes ",13," Northampton Saints
",23," Northampton Saints
",23,"
Leeds Tykes ",13,0

2010,"
Sale Sharks ",15," Leeds Tykes
",12,"
Sale Sharks ",15," Leeds Tykes
",12,0

2010,"
Harlequins ",53," Gloucester Rugby
",15,"
Harlequins ",53," Gloucester Rugby
",15,0

2010,"
London Irish ",39," Exeter Chiefs
",17,"
London Irish ",39," Exeter Chiefs
",17,0

2010,"
Bath Rugby", 6," Leicester Tigers
",37,"
Bath Rugby", 6," Leicester Tigers
",37,0

2010,"
Northampton Saints ",39,"Wasps
",3 ,"Wasps
",3 ,"
Northampton Saints ",39,0

2010,"
Saracens ",24,"Newcastle Falcons
",9 ,"Newcastle Falcons
",9 ,"
Saracens ",24,0

2010,"
Northampton Saints ",53," Sale Sharks
",24,"
Northampton Saints ",53," Sale Sharks
",24,0

2010,"
Gloucester Rugby ",34,"Newcastle Falcons
",9 ,"Newcastle Falcons
",9 ,"
Gloucester Rugby ",34,0

2010,"
Harlequins ",13," Leicester Tigers
",17," Leicester Tigers
",17,"
Harlequins ",13,0

2010,"
Saracens ",20,"Bath Rugby
",9 ,"Bath Rugby
",9 ,"
Saracens ",20,0

2010,"
Leeds Tykes ",27," Exeter Chiefs
",22,"
Leeds Tykes ",27," Exeter Chiefs
",22,0

2010,"
London Irish ",25," Wasps
",12,"
London Irish ",25," Wasps
",12,0

2010,"
Sale Sharks ",36," Gloucester Rugby
",31,"
Sale Sharks ",36," Gloucester Rugby
",31,0

2010,"
Bath Rugby ",26," Exeter Chiefs
",18,"
Bath Rugby ",26," Exeter Chiefs
",18,0

2010,"
Newcastle Falcons ",29," Leeds Tykes
",30," Leeds Tykes
",30,"
Newcastle Falcons ",29,0

2010,"
Newcastle Falcons ",15," Northampton Saints
",22," Northampton Saints
",22,"
Newcastle Falcons ",15,0

2010,"
Bath Rugby ",19," Harlequins
",15,"
Bath Rugby ",19," Harlequins
",15,0

2010,"
Exeter Chiefs ",12," Saracens
",33," Saracens
",33,"
Exeter Chiefs ",12,0

2010,"
Leicester Tigers ",41," Gloucester Rugby
",41,Draw,0,Draw,0,1

2010,"
Sale Sharks ",20," London Irish
",34," London Irish
",34,"
Sale Sharks ",20,0

2010,"
Wasps ",51," Leeds Tykes
",18,"
Wasps ",51," Leeds Tykes
",18,0

2010,"
Gloucester Rugby ",27," Northampton Saints
",15,"
Gloucester Rugby ",27," Northampton Saints
",15,0

2010,"
Sale Sharks ",24," Exeter Chiefs
",30," Exeter Chiefs
",30,"
Sale Sharks ",24,0

2010,"
Newcastle Falcons ",13," Leicester Tigers
",24," Leicester Tigers
",24,"
Newcastle Falcons ",13,0

2010,"
London Irish ",20," Northampton Saints
",26," Northampton Saints
",26,"
London Irish ",20,0

2010,"
Wasps ",10," Bath Rugby
",43," Bath Rugby
",43,"
Wasps ",10,0

2010,"
Saracens ",35," Gloucester Rugby
",12,"
Saracens ",35," Gloucester Rugby
",12,0

2010,"
Leeds Tykes", 3," Harlequins
",38,"
Leeds Tykes", 3," Harlequins
",38,0

2010,"
Newcastle Falcons ",11," Bath Rugby
",14," Bath Rugby
",14,"
Newcastle Falcons ",11,0

2010,"
Bath Rugby ",42," Newcastle Falcons
",12,"
Bath Rugby ",42," Newcastle Falcons
",12,0

2010,"
Exeter Chiefs ",21,"Wasps
",8 ,"Wasps
",8 ,"
Exeter Chiefs ",21,0

2010,"
Gloucester Rugby ",68," Sale Sharks
",17,"
Gloucester Rugby ",68," Sale Sharks
",17,0

2010,"
Harlequins ",13," Saracens
",16," Saracens
",16,"
Harlequins ",13,0

2010,"
Leicester Tigers ",32," London Irish
",23,"
Leicester Tigers ",32," London Irish
",23,0

2010,"
Northampton Saints ",31," Leeds Tykes
",24,"
Northampton Saints ",31," Leeds Tykes
",24,0

2010,      Leicester Tigers ,11,"Northampton Saints
",3 ,"Northampton Saints
",3 ,      Leicester Tigers ,11,0

2010,      Saracens ,12," Gloucester Rugby
",10,      Saracens ,12," Gloucester Rugby
",10,0

2010,      Leicester Tigers ,18," Saracens
",22," Saracens
",22,      Leicester Tigers ,18,0

2011,"
London Irish ",24," Harlequins
",29," Harlequins
",29,"
London Irish ",24,0

2011,"
Leicester Tigers ",28," Exeter Chiefs
",30," Exeter Chiefs
",30,"
Leicester Tigers ",28,0

2011,"
Worcester Warriors ",17," Sale Sharks
",12,"
Worcester Warriors ",17," Sale Sharks
",12,0

2011,"
Saracens ",15," Wasps
",20," Wasps
",20,"
Saracens ",15,0

2011,"
Newcastle Falcons", 9," Bath Rugby
",22,"
Newcastle Falcons", 9," Bath Rugby
",22,0

2011,"
Northampton Saints ",26," Gloucester Rugby
",24,"
Northampton Saints ",26," Gloucester Rugby
",24,0

2011,"
Harlequins ",26," Northampton Saints
",13,"
Harlequins ",26," Northampton Saints
",13,0

2011,"
Sale Sharks ",30," London Irish
",29,"
Sale Sharks ",30," London Irish
",29,0

2011,"
Exeter Chiefs ",32," Newcastle Falcons
",15,"
Exeter Chiefs ",32," Newcastle Falcons
",15,0

2011,"
Gloucester Rugby ",29,"Worcester Warriors
",8 ,"Worcester Warriors
",8 ,"
Gloucester Rugby ",29,0

2011,"
Bath Rugby ",26," Saracens
",28," Saracens
",28,"
Bath Rugby ",26,0

2011,"
Wasps ",35," Leicester Tigers
",29,"
Wasps ",35," Leicester Tigers
",29,0

2011,"
Harlequins ",42,"Gloucester Rugby
",6 ,"Gloucester Rugby
",6 ,"
Harlequins ",42,0

2011,"
Northampton Saints ",13," London Irish
",14," London Irish
",14,"
Northampton Saints ",13,0

2011,"
Wasps ",18," Sale Sharks
",29," Sale Sharks
",29,"
Wasps ",18,0

2011,"
Newcastle Falcons ",26," Leicester Tigers
",27," Leicester Tigers
",27,"
Newcastle Falcons ",26,0

2011,"
Bath Rugby ",23," Exeter Chiefs
",19,"
Bath Rugby ",23," Exeter Chiefs
",19,0

2011,"
Saracens ",18,"Worcester Warriors
",6 ,"Worcester Warriors
",6 ,"
Saracens ",18,0

2011,"
Sale Sharks ",29," Northampton Saints
",21,"
Sale Sharks ",29," Northampton Saints
",21,0

2011,"
Leicester Tigers ",25," Saracens
",50," Saracens
",50,"
Leicester Tigers ",25,0

2011,"
Gloucester Rugby ",23,"Bath Rugby
",6 ,"Bath Rugby
",6 ,"
Gloucester Rugby ",23,0
