Year,Home_Team,HTScore,Away_Team,ATScore,Winner,Winning_score,Loser,Losing_score,Draw

2007,"
Gloucester Rugby ",28," Newcastle Falcons
",20,"
Gloucester Rugby ",28," Newcastle Falcons
",20,0

2007,"
Leicester Tigers ",11," Sale Sharks
",14," Sale Sharks
",14,"
Leicester Tigers ",11,0

2007,"
Wasps ",32," Bristol Bears
",30,"
Wasps ",32," Bristol Bears
",30,0

2007,"
Leeds Tykes ",15," Bath Rugby
",34," Bath Rugby
",34,"
Leeds Tykes ",15,0

2007,"
Saracens", 6," Harlequins
",15,"
Saracens", 6," Harlequins
",15,0

2007,"
Sale Sharks ",15," Worcester Warriors
",22," Worcester Warriors
",22,"
Sale Sharks ",15,0

2007,"
London Irish ",27," Saracens
",24,"
London Irish ",27," Saracens
",24,0

2007,"
Harlequins ",30," Gloucester Rugby
",25,"
Harlequins ",30," Gloucester Rugby
",25,0

2007,"
Leicester Tigers ",34," Leeds Tykes
",21,"
Leicester Tigers ",34," Leeds Tykes
",21,0

2007,"
Bristol Bears", 9," Bath Rugby
",19,"
Bristol Bears", 9," Bath Rugby
",19,0

2007,"
Bath Rugby ",22," Newcastle Falcons
",11,"
Bath Rugby ",22," Newcastle Falcons
",11,0

2007,"
Worcester Warriors ",23," Leicester Tigers
",19,"
Worcester Warriors ",23," Leicester Tigers
",19,0

2007,"
Gloucester Rugby ",34," London Irish
",14,"
Gloucester Rugby ",34," London Irish
",14,0

2007,"
Leeds Tykes ",13," Bristol Bears
",30," Bristol Bears
",30,"
Leeds Tykes ",13,0

2007,"
Saracens ",24," Sale Sharks
",20,"
Saracens ",24," Sale Sharks
",20,0

2007,"
Wasps ",29," Harlequins
",25,"
Wasps ",29," Harlequins
",25,0

2007,"
Sale Sharks ",22," Gloucester Rugby
",16,"
Sale Sharks ",22," Gloucester Rugby
",16,0

2007,"
Leicester Tigers ",36," Saracens
",23,"
Leicester Tigers ",36," Saracens
",23,0

2007,"
Worcester Warriors ",10," Leeds Tykes
",10,Draw,0,Draw,0,1

2007,"
Harlequins ",22," Bath Rugby
",16,"
Harlequins ",22," Bath Rugby
",16,0

2007,"
London Irish ",16," Wasps
",22," Wasps
",22,"
London Irish ",16,0

2007,"
Newcastle Falcons", 8," Bristol Bears
",28,"
Newcastle Falcons", 8," Bristol Bears
",28,0

2007,"
Leeds Tykes ",16," Newcastle Falcons
",15,"
Leeds Tykes ",16," Newcastle Falcons
",15,0

2007,"
Bath Rugby ",19," London Irish
",16,"
Bath Rugby ",19," London Irish
",16,0

2007,"
Bristol Bears ",15," Harlequins
",28," Harlequins
",28,"
Bristol Bears ",15,0

2007,"
Sale Sharks ",22,"Bath Rugby
",6 ,"Bath Rugby
",6 ,"
Sale Sharks ",22,0

2007,"
Leicester Tigers ",19," Wasps
",24," Wasps
",24,"
Leicester Tigers ",19,0

2007,"
Harlequins ",15,"Newcastle Falcons
",9 ,"Newcastle Falcons
",9 ,"
Harlequins ",15,0

2007,"
Worcester Warriors ",17," Gloucester Rugby
",14,"
Worcester Warriors ",17," Gloucester Rugby
",14,0

2007,"
London Irish ",28,"Bristol Bears
",8 ,"Bristol Bears
",8 ,"
London Irish ",28,0

2007,"
Saracens ",66,"Leeds Tykes
",7 ,"Leeds Tykes
",7 ,"
Saracens ",66,0

2007,"
Bristol Bears ",17," Sale Sharks
",24," Sale Sharks
",24,"
Bristol Bears ",17,0

2007,"
Gloucester Rugby ",39," Saracens
",15,"
Gloucester Rugby ",39," Saracens
",15,0

2007,"
Wasps ",49," Worcester Warriors
",12,"
Wasps ",49," Worcester Warriors
",12,0

2007,"
Leeds Tykes", 6," Harlequins
",32,"
Leeds Tykes", 6," Harlequins
",32,0

2007,"
Newcastle Falcons", 8," London Irish
",13,"
Newcastle Falcons", 8," London Irish
",13,0

2007,"
Wasps ",29," Sale Sharks
",19,"
Wasps ",29," Sale Sharks
",19,0

2007,"
Bath Rugby ",26," Leicester Tigers
",12,"
Bath Rugby ",26," Leicester Tigers
",12,0

2007,"
London Irish ",13,"Harlequins
",6 ,"Harlequins
",6 ,"
London Irish ",13,0

2007,"
Gloucester Rugby ",39," Leeds Tykes
",16,"
Gloucester Rugby ",39," Leeds Tykes
",16,0

2007,"
Leicester Tigers ",32," Bristol Bears
",14,"
Leicester Tigers ",32," Bristol Bears
",14,0

2007,"
Worcester Warriors ",20," Bath Rugby
",23," Bath Rugby
",23,"
Worcester Warriors ",20,0

2007,"
Saracens ",29," Wasps
",40," Wasps
",40,"
Saracens ",29,0

2007,"
Sale Sharks ",53," Newcastle Falcons
",10,"
Sale Sharks ",53," Newcastle Falcons
",10,0

2007,"
Bristol Bears ",21," Worcester Warriors
",22," Worcester Warriors
",22,"
Bristol Bears ",21,0

2007,"
Bath Rugby ",66," Saracens
",21,"
Bath Rugby ",66," Saracens
",21,0

2007,"
Harlequins ",16," Sale Sharks
",23," Sale Sharks
",23,"
Harlequins ",16,0

2007,"
London Irish ",43," Leeds Tykes
",20,"
London Irish ",43," Leeds Tykes
",20,0

2007,"
Newcastle Falcons ",28," Leicester Tigers
",25,"
Newcastle Falcons ",28," Leicester Tigers
",25,0

2007,"
Wasps ",17," Gloucester Rugby
",25," Gloucester Rugby
",25,"
Wasps ",17,0

2007,"
Newcastle Falcons ",13," Wasps
",32," Wasps
",32,"
Newcastle Falcons ",13,0

2007,"
Gloucester Rugby", 8,"Bath Rugby
",6 ,"
Gloucester Rugby", 8,"Bath Rugby
",6 ,0

2007,"
Leeds Tykes ",28," Wasps
",45," Wasps
",45,"
Leeds Tykes ",28,0

2007,"
Leicester Tigers ",31," Harlequins
",28,"
Leicester Tigers ",31," Harlequins
",28,0

2007,"
Sale Sharks", 7," London Irish
",17,"
Sale Sharks", 7," London Irish
",17,0

2007,"
Saracens ",25," Bristol Bears
",20,"
Saracens ",25," Bristol Bears
",20,0

2007,"
Worcester Warriors ",51," Newcastle Falcons
",10,"
Worcester Warriors ",51," Newcastle Falcons
",10,0

2007,      Wasps ,21," Bath Rugby
",10,      Wasps ,21," Bath Rugby
",10,0

2007,      Gloucester Rugby ,25," Leicester Tigers
",26," Leicester Tigers
",26,      Gloucester Rugby ,25,0

2007,      Leicester Tigers ,16," Wasps
",26," Wasps
",26,      Leicester Tigers ,16,0

2008,"
London Irish ",26," Wasps
",14,"
London Irish ",26," Wasps
",14,0

2008,"
Saracens ",21," Harlequins
",24," Harlequins
",24,"
Saracens ",21,0

2008,"
Northampton Saints ",21," Worcester Warriors
",13,"
Northampton Saints ",21," Worcester Warriors
",13,0

2008,"
Bristol Bears ",20," Bath Rugby
",33," Bath Rugby
",33,"
Bristol Bears ",20,0

2008,"
Newcastle Falcons", 9," Sale Sharks
",14,"
Newcastle Falcons", 9," Sale Sharks
",14,0

2008,"
Gloucester Rugby", 8," Leicester Tigers
",20,"
Gloucester Rugby", 8," Leicester Tigers
",20,0

2008,"
Sale Sharks ",18," Saracens
",15,"
Sale Sharks ",18," Saracens
",15,0

2008,"
Bath Rugby ",17," Gloucester Rugby
",21," Gloucester Rugby
",21,"
Bath Rugby ",17,0

2008,"
Harlequins ",31," Bristol Bears
",13,"
Harlequins ",31," Bristol Bears
",13,0

2008,"
Leicester Tigers ",24," London Irish
",22,"
Leicester Tigers ",24," London Irish
",22,0

2008,"
Newcastle Falcons ",32," Northampton Saints
",22,"
Newcastle Falcons ",32," Northampton Saints
",22,0

2008,"
Wasps ",10," Worcester Warriors
",11," Worcester Warriors
",11,"
Wasps ",10,0

2008,"
Bristol Bears", 6,"Sale Sharks
",9 ,"
Bristol Bears", 6,"Sale Sharks
",9 ,0

2008,"
Gloucester Rugby ",24," Harlequins
",20,"
Gloucester Rugby ",24," Harlequins
",20,0

2008,"
London Irish ",16," Bath Rugby
",20," Bath Rugby
",20,"
London Irish ",16,0

2008,"
Northampton Saints ",24," Wasps
",20,"
Northampton Saints ",24," Wasps
",20,0

2008,"
Worcester Warriors ",17," Leicester Tigers
",19," Leicester Tigers
",19,"
Worcester Warriors ",17,0

2008,"
Saracens ",44," Newcastle Falcons
",14,"
Saracens ",44," Newcastle Falcons
",14,0

2008,"
Sale Sharks ",23,"Gloucester Rugby
",9 ,"Gloucester Rugby
",9 ,"
Sale Sharks ",23,0

2008,"
Newcastle Falcons ",17,"Bristol Bears
",3 ,"Bristol Bears
",3 ,"
Newcastle Falcons ",17,0

2008,"
Leicester Tigers ",19," Wasps
",28," Wasps
",28,"
Leicester Tigers ",19,0

2008,"
Bath Rugby ",37," Worcester Warriors
",19,"
Bath Rugby ",37," Worcester Warriors
",19,0

2008,"
Saracens ",26," Northampton Saints
",12,"
Saracens ",26," Northampton Saints
",12,0

2008,"
Harlequins ",27," London Irish
",28," London Irish
",28,"
Harlequins ",27,0

2008,"
Gloucester Rugby ",39," Newcastle Falcons
",23,"
Gloucester Rugby ",39," Newcastle Falcons
",23,0

2008,"
Wasps ",23," Bath Rugby
",27," Bath Rugby
",27,"
Wasps ",23,0

2008,"
Bristol Bears ",16," Saracens
",23," Saracens
",23,"
Bristol Bears ",16,0

2008,"
Leicester Tigers ",29," Northampton Saints
",19,"
Leicester Tigers ",29," Northampton Saints
",19,0

2008,"
London Irish ",28,"Sale Sharks
",6 ,"Sale Sharks
",6 ,"
London Irish ",28,0

2008,"
Worcester Warriors ",23," Harlequins
",30," Harlequins
",30,"
Worcester Warriors ",23,0

2008,"
Sale Sharks", 9," Worcester Warriors
",17,"
Sale Sharks", 9," Worcester Warriors
",17,0

2008,"
Bath Rugby ",25," Leicester Tigers
",21,"
Bath Rugby ",25," Leicester Tigers
",21,0

2008,"
Bristol Bears ",14," Northampton Saints
",13,"
Bristol Bears ",14," Northampton Saints
",13,0

2008,"
Harlequins ",32," Wasps
",10,"
Harlequins ",32," Wasps
",10,0

2008,"
Newcastle Falcons", 8," London Irish
",24,"
Newcastle Falcons", 8," London Irish
",24,0

2008,"
Saracens ",21," Gloucester Rugby
",25," Gloucester Rugby
",25,"
Saracens ",21,0

2008,"
Gloucester Rugby ",39," Bristol Bears
",10,"
Gloucester Rugby ",39," Bristol Bears
",10,0

2008,"
Worcester Warriors ",26," Newcastle Falcons
",11,"
Worcester Warriors ",26," Newcastle Falcons
",11,0

2008,"
Northampton Saints ",28," Bath Rugby
",28,Draw,0,Draw,0,1

2008,"
Leicester Tigers ",27," Harlequins
",14,"
Leicester Tigers ",27," Harlequins
",14,0

2008,"
London Irish ",27," Saracens
",14,"
London Irish ",27," Saracens
",14,0

2008,"
Wasps ",12," Sale Sharks
",13," Sale Sharks
",13,"
Wasps ",12,0

2008,"
Sale Sharks ",27," Leicester Tigers
",13,"
Sale Sharks ",27," Leicester Tigers
",13,0

2008,"
Newcastle Falcons ",17," Wasps
",23," Wasps
",23,"
Newcastle Falcons ",17,0

2008,"
Gloucester Rugby ",33," Northampton Saints
",10,"
Gloucester Rugby ",33," Northampton Saints
",10,0

2008,"
Bristol Bears ",13," London Irish
",18," London Irish
",18,"
Bristol Bears ",13,0

2008,"
Harlequins ",21," Bath Rugby
",14,"
Harlequins ",21," Bath Rugby
",14,0

2008,"
Saracens ",23,"Worcester Warriors
",6 ,"Worcester Warriors
",6 ,"
Saracens ",23,0

2008,"
Leicester Tigers ",20,"Newcastle Falcons
",3 ,"Newcastle Falcons
",3 ,"
Leicester Tigers ",20,0

2008,"
Wasps ",33," Saracens
",24,"
Wasps ",33," Saracens
",24,0

2008,"
Bath Rugby ",24," Sale Sharks
",20,"
Bath Rugby ",24," Sale Sharks
",20,0

2008,"
London Irish ",42," Gloucester Rugby
",12,"
London Irish ",42," Gloucester Rugby
",12,0

2008,"
Northampton Saints ",23," Harlequins
",13,"
Northampton Saints ",23," Harlequins
",13,0

2008,"
Worcester Warriors ",20," Bristol Bears
",20,Draw,0,Draw,0,1

2008,"
Sale Sharks ",31,"Wasps
",3 ,"Wasps
",3 ,"
Sale Sharks ",31,0

2008,"
Saracens ",16," London Irish
",13,"
Saracens ",16," London Irish
",13,0

2008,"
Bath Rugby ",25," Northampton Saints
",14,"
Bath Rugby ",25," Northampton Saints
",14,0

2008,"
Bristol Bears ",10," Gloucester Rugby
",29," Gloucester Rugby
",29,"
Bristol Bears ",10,0

2008,"
Newcastle Falcons ",16," Worcester Warriors
",16,Draw,0,Draw,0,1

2008,"
Harlequins ",26," Leicester Tigers
",26,Draw,0,Draw,0,1

2008,"
Gloucester Rugby ",22," Saracens
",16,"
Gloucester Rugby ",22," Saracens
",16,0

2008,"
London Irish ",48,"Newcastle Falcons
",8 ,"Newcastle Falcons
",8 ,"
London Irish ",48,0

2008,"
Northampton Saints ",30,"Bristol Bears
",8 ,"Bristol Bears
",8 ,"
Northampton Saints ",30,0

2008,"
Leicester Tigers ",24," Bath Rugby
",22,"
Leicester Tigers ",24," Bath Rugby
",22,0

2008,"
Wasps ",24," Harlequins
",18,"
Wasps ",24," Harlequins
",18,0

2008,"
Sale Sharks ",14,"London Irish
",8 ,"London Irish
",8 ,"
Sale Sharks ",14,0

2008,"
Northampton Saints ",17," Leicester Tigers
",13,"
Northampton Saints ",17," Leicester Tigers
",13,0

2008,"
Newcastle Falcons ",10,"Gloucester Rugby
",7 ,"Gloucester Rugby
",7 ,"
Newcastle Falcons ",10,0

2008,"
Saracens ",37," Bristol Bears
",13,"
Saracens ",37," Bristol Bears
",13,0

2008,"
Gloucester Rugby ",23," London Irish
",21,"
Gloucester Rugby ",23," London Irish
",21,0

2008,"
Harlequins ",27,"Northampton Saints
",6 ,"Northampton Saints
",6 ,"
Harlequins ",27,0

2008,"
Worcester Warriors ",20," Sale Sharks
",37," Sale Sharks
",37,"
Worcester Warriors ",20,0

2008,"
Bristol Bears", 3," Newcastle Falcons
",35,"
Bristol Bears", 3," Newcastle Falcons
",35,0

2008,"
London Irish", 9," Harlequins
",14,"
London Irish", 9," Harlequins
",14,0

2008,"
Gloucester Rugby ",24," Sale Sharks
",17,"
Gloucester Rugby ",24," Sale Sharks
",17,0

2008,"
Northampton Saints ",20," Saracens
",15,"
Northampton Saints ",20," Saracens
",15,0

2008,"
Worcester Warriors ",17," Bath Rugby
",34," Bath Rugby
",34,"
Worcester Warriors ",17,0

2008,"
Wasps ",36," Leicester Tigers
",29,"
Wasps ",36," Leicester Tigers
",29,0

2008,"
Sale Sharks ",32," Bristol Bears
",13,"
Sale Sharks ",32," Bristol Bears
",13,0

2008,"
Newcastle Falcons ",13,"Saracens
",9 ,"Saracens
",9 ,"
Newcastle Falcons ",13,0

2008,"
Bath Rugby ",20," London Irish
",20,Draw,0,Draw,0,1

2008,"
Harlequins ",14,"Gloucester Rugby
",9 ,"Gloucester Rugby
",9 ,"
Harlequins ",14,0

2008,"
Leicester Tigers ",38,"Worcester Warriors
",5 ,"Worcester Warriors
",5 ,"
Leicester Tigers ",38,0

2008,"
Wasps", 9,"Northampton Saints
",5 ,"
Wasps", 9,"Northampton Saints
",5 ,0

2008,"
Gloucester Rugby ",36," Bath Rugby
",27,"
Gloucester Rugby ",36," Bath Rugby
",27,0

2008,"
Northampton Saints ",13," Newcastle Falcons
",19," Newcastle Falcons
",19,"
Northampton Saints ",13,0

2008,"
Worcester Warriors ",13," Wasps
",12,"
Worcester Warriors ",13," Wasps
",12,0

2008,"
London Irish ",28," Leicester Tigers
",31," Leicester Tigers
",31,"
London Irish ",28,0

2008,"
Bristol Bears ",14," Harlequins
",17," Harlequins
",17,"
Bristol Bears ",14,0

2008,"
Saracens ",24," Sale Sharks
",23,"
Saracens ",24," Sale Sharks
",23,0

2008,"
Bath Rugby ",45,"Bristol Bears
",8 ,"Bristol Bears
",8 ,"
Bath Rugby ",45,0

2008,"
Leicester Tigers ",24," Gloucester Rugby
",10,"
Leicester Tigers ",24," Gloucester Rugby
",10,0

2008,"
Harlequins ",21," Saracens
",15,"
Harlequins ",21," Saracens
",15,0

2008,"
Worcester Warriors ",12," Northampton Saints
",22," Northampton Saints
",22,"
Worcester Warriors ",12,0

2008,"
Sale Sharks ",25," Newcastle Falcons
",32," Newcastle Falcons
",32,"
Sale Sharks ",25,0

2008,"
Wasps ",21," London Irish
",16,"
Wasps ",21," London Irish
",16,0

2008,"
Bristol Bears ",17," Leicester Tigers
",23," Leicester Tigers
",23,"
Bristol Bears ",17,0

2008,"
Gloucester Rugby ",24," Wasps
",22,"
Gloucester Rugby ",24," Wasps
",22,0

2008,"
Northampton Saints ",38,"Sale Sharks
",3 ,"Sale Sharks
",3 ,"
Northampton Saints ",38,0

2008,"
London Irish ",38," Worcester Warriors
",17,"
London Irish ",38," Worcester Warriors
",17,0

2008,"
Newcastle Falcons ",24," Harlequins
",16,"
Newcastle Falcons ",24," Harlequins
",16,0

2008,"
Saracens ",20," Bath Rugby
",16,"
Saracens ",20," Bath Rugby
",16,0

2008,"
Bath Rugby ",36," Newcastle Falcons
",25,"
Bath Rugby ",36," Newcastle Falcons
",25,0

2008,"
Leicester Tigers ",46," Saracens
",16,"
Leicester Tigers ",46," Saracens
",16,0

2008,"
London Irish ",32," Northampton Saints
",27,"
London Irish ",32," Northampton Saints
",27,0

2008,"
Harlequins ",38," Sale Sharks
",20,"
Harlequins ",38," Sale Sharks
",20,0

2008,"
Wasps ",21," Bristol Bears
",19,"
Wasps ",21," Bristol Bears
",19,0

2008,"
Worcester Warriors ",14," Gloucester Rugby
",10,"
Worcester Warriors ",14," Gloucester Rugby
",10,0

2008,"
Sale Sharks ",23," Bath Rugby
",16,"
Sale Sharks ",23," Bath Rugby
",16,0

2008,"
Newcastle Falcons ",14," Leicester Tigers
",10,"
Newcastle Falcons ",14," Leicester Tigers
",10,0

2008,"
Bristol Bears ",37," Worcester Warriors
",18,"
Bristol Bears ",37," Worcester Warriors
",18,0

2008,"
Saracens ",19," Wasps
",14,"
Saracens ",19," Wasps
",14,0

2008,"
Harlequins ",60," Worcester Warriors
",14,"
Harlequins ",60," Worcester Warriors
",14,0

2008,"
Bath Rugby ",22," Wasps
",14,"
Bath Rugby ",22," Wasps
",14,0

2008,"
Bath Rugby", 3," Harlequins
",19,"
Bath Rugby", 3," Harlequins
",19,0

2008,"
London Irish ",38," Bristol Bears
",21,"
London Irish ",38," Bristol Bears
",21,0

2008,"
Northampton Saints ",40," Gloucester Rugby
",22,"
Northampton Saints ",40," Gloucester Rugby
",22,0

2008,"
Worcester Warriors ",22,"Saracens
",8 ,"Saracens
",8 ,"
Worcester Warriors ",22,0

2008,"
Leicester Tigers ",37," Sale Sharks
",31,"
Leicester Tigers ",37," Sale Sharks
",31,0

2008,"
Wasps ",12,"Newcastle Falcons
",6 ,"Newcastle Falcons
",6 ,"
Wasps ",12,0

2008,"
Sale Sharks ",28,"Harlequins
",6 ,"Harlequins
",6 ,"
Sale Sharks ",28,0

2008,"
Northampton Saints ",21," London Irish
",17,"
Northampton Saints ",21," London Irish
",17,0

2008,"
Bristol Bears ",18," Wasps
",36," Wasps
",36,"
Bristol Bears ",18,0

2008,"
Saracens ",13," Leicester Tigers
",16," Leicester Tigers
",16,"
Saracens ",13,0

2008,"
Newcastle Falcons ",14," Bath Rugby
",15," Bath Rugby
",15,"
Newcastle Falcons ",14,0

2008,"
Gloucester Rugby", 6," Worcester Warriors
",13,"
Gloucester Rugby", 6," Worcester Warriors
",13,0

2008,"
Bath Rugby ",33," Saracens
",18,"
Bath Rugby ",33," Saracens
",18,0

2008,"
Harlequins ",31," Newcastle Falcons
",12,"
Harlequins ",31," Newcastle Falcons
",12,0

2008,"
Leicester Tigers ",73,"Bristol Bears
",3 ,"
Leicester Tigers ",73,"Bristol Bears
",3 ,0

2008,"
Sale Sharks ",24," Northampton Saints
",18,"
Sale Sharks ",24," Northampton Saints
",18,0

2008,"
Wasps ",34,"Gloucester Rugby
",3 ,"Gloucester Rugby
",3 ,"
Wasps ",34,0

2008,"
Worcester Warriors ",15," London Irish
",32," London Irish
",32,"
Worcester Warriors ",15,0

2008,      Leicester Tigers ,24," Bath Rugby
",10,      Leicester Tigers ,24," Bath Rugby
",10,0

2008,      Harlequins, 0," London Irish
",17,      Harlequins, 0," London Irish
",17,0

2008,      Leicester Tigers ,10,"London Irish
",9 ,"London Irish
",9 ,      Leicester Tigers ,10,0

2009,"
Sale Sharks ",15," Leicester Tigers
",12,"
Sale Sharks ",15," Leicester Tigers
",12,0

2009,"
Saracens ",18," London Irish
",14,"
Saracens ",18," London Irish
",14,0

2009,"
Wasps ",26," Harlequins
",15,"
Wasps ",26," Harlequins
",15,0

2009,"
Northampton Saints ",20," Worcester Warriors
",17,"
Northampton Saints ",20," Worcester Warriors
",17,0

2009,"
Leeds Tykes", 9,"Newcastle Falcons
",9 ,"
Leeds Tykes", 9,"Newcastle Falcons
",9 ,0

2009,"
Gloucester Rugby ",24,"Bath Rugby
",5 ,"Bath Rugby
",5 ,"
Gloucester Rugby ",24,0

2009,"
Worcester Warriors ",27,"Leeds Tykes
",7 ,"Leeds Tykes
",7 ,"
Worcester Warriors ",27,0

2009,"
Bath Rugby ",15," Wasps
",17," Wasps
",17,"
Bath Rugby ",15,0

2009,"
Saracens ",19," Northampton Saints
",16,"
Saracens ",19," Northampton Saints
",16,0

2009,"
Harlequins", 9," Leicester Tigers
",15,"
Harlequins", 9," Leicester Tigers
",15,0

2009,"
London Irish ",40," Gloucester Rugby
",10,"
London Irish ",40," Gloucester Rugby
",10,0

2009,"
Newcastle Falcons ",16," Sale Sharks
",16,Draw,0,Draw,0,1

2009,"
Sale Sharks ",12," Bath Rugby
",25," Bath Rugby
",25,"
Sale Sharks ",12,0

2009,"
Gloucester Rugby ",14," Northampton Saints
",27," Northampton Saints
",27,"
Gloucester Rugby ",14,0

2009,"
Harlequins", 9," Saracens
",22,"
Harlequins", 9," Saracens
",22,0

2009,"
Leicester Tigers ",15,"Newcastle Falcons
",6 ,"Newcastle Falcons
",6 ,"
Leicester Tigers ",15,0

2009,"
Leeds Tykes", 7," London Irish
",56,"
Leeds Tykes", 7," London Irish
",56,0

2009,"
Wasps ",23,"Worcester Warriors
",3 ,"Worcester Warriors
",3 ,"
Wasps ",23,0

2009,"
Newcastle Falcons ",17," Harlequins
",17,Draw,0,Draw,0,1

2009,"
Northampton Saints ",30," Leeds Tykes
",10,"
Northampton Saints ",30," Leeds Tykes
",10,0

2009,"
Worcester Warriors ",24," Sale Sharks
",18,"
Worcester Warriors ",24," Sale Sharks
",18,0

2009,"
Bath Rugby ",20," Leicester Tigers
",20,Draw,0,Draw,0,1

2009,"
London Irish ",28," Wasps
",16,"
London Irish ",28," Wasps
",16,0

2009,"
Saracens ",19," Gloucester Rugby
",16,"
Saracens ",19," Gloucester Rugby
",16,0

2009,"
Sale Sharks", 8," London Irish
",11,"
Sale Sharks", 8," London Irish
",11,0

2009,"
Leicester Tigers ",19," Worcester Warriors
",14,"
Leicester Tigers ",19," Worcester Warriors
",14,0

2009,"
Harlequins ",13," Bath Rugby
",11,"
Harlequins ",13," Bath Rugby
",11,0

2009,"
Leeds Tykes ",10," Gloucester Rugby
",26," Gloucester Rugby
",26,"
Leeds Tykes ",10,0

2009,"
Newcastle Falcons ",15," Saracens
",22," Saracens
",22,"
Newcastle Falcons ",15,0

2009,"
Wasps ",20," Northampton Saints
",15,"
Wasps ",20," Northampton Saints
",15,0

2009,"
Bath Rugby ",16," Newcastle Falcons
",27," Newcastle Falcons
",27,"
Bath Rugby ",16,0

2009,"
Northampton Saints ",21," Sale Sharks
",16,"
Northampton Saints ",21," Sale Sharks
",16,0

2009,"
Worcester Warriors ",22," Harlequins
",26," Harlequins
",26,"
Worcester Warriors ",22,0

2009,"
London Irish ",18," Leicester Tigers
",12,"
London Irish ",18," Leicester Tigers
",12,0

2009,"
Gloucester Rugby", 6," Wasps
",35,"
Gloucester Rugby", 6," Wasps
",35,0

2009,"
Saracens ",21," Leeds Tykes
",15,"
Saracens ",21," Leeds Tykes
",15,0

2009,"
Sale Sharks ",28," Gloucester Rugby
",23,"
Sale Sharks ",28," Gloucester Rugby
",23,0

2009,"
Bath Rugby ",11," Saracens
",12," Saracens
",12,"
Bath Rugby ",11,0

2009,"
Harlequins", 9,"London Irish
",9 ,"
Harlequins", 9,"London Irish
",9 ,0

2009,"
Leicester Tigers ",29," Northampton Saints
",15,"
Leicester Tigers ",29," Northampton Saints
",15,0

2009,"
Wasps", 9," Leeds Tykes
",15,"
Wasps", 9," Leeds Tykes
",15,0

2009,"
Newcastle Falcons ",14,"Worcester Warriors
",3 ,"Worcester Warriors
",3 ,"
Newcastle Falcons ",14,0

2009,"
Gloucester Rugby ",12,"Leicester Tigers
",9 ,"Leicester Tigers
",9 ,"
Gloucester Rugby ",12,0

2009,"
Worcester Warriors ",12," Bath Rugby
",12,Draw,0,Draw,0,1

2009,"
Northampton Saints ",26," Harlequins
",17,"
Northampton Saints ",26," Harlequins
",17,0

2009,"
Leeds Tykes ",17," Sale Sharks
",24," Sale Sharks
",24,"
Leeds Tykes ",17,0

2009,"
London Irish ",11," Newcastle Falcons
",15," Newcastle Falcons
",15,"
London Irish ",11,0

2009,"
Saracens ",22,"Wasps
",6 ,"Wasps
",6 ,"
Saracens ",22,0

2009,"
Newcastle Falcons", 8," Northampton Saints
",28,"
Newcastle Falcons", 8," Northampton Saints
",28,0

2009,"
Worcester Warriors ",12," Saracens
",12,Draw,0,Draw,0,1

2009,"
Harlequins ",35," Gloucester Rugby
",29,"
Harlequins ",35," Gloucester Rugby
",29,0

2009,"
Leicester Tigers ",39,"Leeds Tykes
",6 ,"Leeds Tykes
",6 ,"
Leicester Tigers ",39,0

2009,"
Bath Rugby", 0," London Irish
",16,"
Bath Rugby", 0," London Irish
",16,0

2009,"
Leeds Tykes ",27," Harlequins
",30," Harlequins
",30,"
Leeds Tykes ",27,0

2009,"
Gloucester Rugby ",25," Newcastle Falcons
",13,"
Gloucester Rugby ",25," Newcastle Falcons
",13,0

2009,"
London Irish ",16," Worcester Warriors
",16,Draw,0,Draw,0,1

2009,"
Northampton Saints ",15," Bath Rugby
",13,"
Northampton Saints ",15," Bath Rugby
",13,0

2009,"
Saracens ",15," Sale Sharks
",13,"
Saracens ",15," Sale Sharks
",13,0

2009,"
Wasps ",24," Leicester Tigers
",22,"
Wasps ",24," Leicester Tigers
",22,0

2009,"
Worcester Warriors", 6," Northampton Saints
",26,"
Worcester Warriors", 6," Northampton Saints
",26,0

2009,"
Leicester Tigers ",32,"Sale Sharks
",6 ,"Sale Sharks
",6 ,"
Leicester Tigers ",32,0

2009,"
Bath Rugby ",24,"Gloucester Rugby
",8 ,"Gloucester Rugby
",8 ,"
Bath Rugby ",24,0

2009,"
London Irish ",23," Saracens
",19,"
London Irish ",23," Saracens
",19,0

2009,"
Newcastle Falcons ",15," Leeds Tykes
",16," Leeds Tykes
",16,"
Newcastle Falcons ",15,0

2009,"
Harlequins ",20," Wasps
",21," Wasps
",21,"
Harlequins ",20,0

2009,"
Sale Sharks ",21," Harlequins
",16,"
Sale Sharks ",21," Harlequins
",16,0

2009,"
Gloucester Rugby ",13," Worcester Warriors
",13,Draw,0,Draw,0,1

2009,"
Leeds Tykes ",15," Bath Rugby
",20," Bath Rugby
",20,"
Leeds Tykes ",15,0

2009,"
Northampton Saints ",24," London Irish
",22,"
Northampton Saints ",24," London Irish
",22,0

